id,collector,location,timestamp,gender,age_group,occupation,venue_preference,price_influence,satisfaction,amenities_importance,service_quality,value_for_money,visit_frequency,annual_spending,recommendation_score
2828,Surveyor D,Resort Golf Course E,2023-10-28 09:07:00,Male,46-55 years old,Lawyer,"Resort course,Member club",2,4,5,5,3,Once a quarter,6619,8
2829,Surveyor C,Practice Course A,2023-10-28 09:08:00,Female,36-45 years old,Teacher,Member club,5,5,5,3,3,Once a quarter,17885,6
2830,Surveyor D,Public Golf Course D,2023-10-28 09:09:00,Female,36-45 years old,Business Executive,Practice course,5,3,3,1,1,Once a month,7204,3
2831,Surveyor E,Practice Course A,2023-10-28 09:10:00,Male,36-45 years old,Lawyer,"Resort course,Practice course,Member club",5,4,3,2,2,2-3 times per month,45510,2
2832,Surveyor B,Practice Course B,2023-10-28 09:11:00,Female,46-55 years old,Engineer,"Member club,Public course",4,2,3,1,4,Several times per year,16694,4
2833,Surveyor C,Member Golf Club C,2023-10-28 09:12:00,Male,18-25 years old,Doctor,"Public course,Member club,Resort course",5,2,4,4,3,2-3 times per month,49586,4
2834,Surveyor C,Public Golf Course D,2023-10-28 09:13:00,Female,18-25 years old,Technical Professional,Member club,3,4,5,5,3,2-3 times per month,45342,1
2835,Surveyor E,Resort Golf Course E,2023-10-28 09:14:00,Female,36-45 years old,Freelancer,"Member club,Public course",4,3,4,5,2,Once a quarter,14373,9
2836,Surveyor B,Member Golf Club C,2023-10-28 09:15:00,Male,18-25 years old,Doctor,Practice course,1,4,3,4,5,Once a week,16448,10
2837,Surveyor D,Practice Course B,2023-10-28 09:16:00,Male,65+ years old,Retiree,"Member club,Resort course,Practice course",5,3,5,1,1,Several times per year,36210,8
2838,Surveyor C,Resort Golf Course E,2023-10-28 09:17:00,Male,65+ years old,Teacher,"Member club,Practice course",5,3,2,1,2,Once a month,30410,7
2839,Surveyor B,Member Golf Club C,2023-10-28 09:18:00,Male,65+ years old,Sales Person,"Public course,Practice course",1,5,1,4,2,Once a month,34028,6
2840,Surveyor D,Member Golf Club C,2023-10-28 09:19:00,Female,36-45 years old,Freelancer,"Resort course,Practice course,Member club",5,2,1,3,2,Several times per year,7764,3
2841,Surveyor C,Public Golf Course D,2023-10-28 09:20:00,Male,26-35 years old,Doctor,Public course,1,2,3,3,2,Once a week,48369,4
2842,Surveyor C,Practice Course B,2023-10-28 09:21:00,Male,56-65 years old,Engineer,"Member club,Practice course",4,3,4,2,5,2-3 times per month,16467,2
2843,Surveyor D,Public Golf Course D,2023-10-28 09:22:00,Female,56-65 years old,Sales Person,"Resort course,Practice course",3,2,2,1,4,Several times per year,13199,7
2844,Surveyor E,Practice Course A,2023-10-28 09:23:00,Male,46-55 years old,Retiree,Practice course,1,1,5,1,2,Once a month,32095,2
2845,Surveyor B,Resort Golf Course E,2023-10-28 09:24:00,Female,65+ years old,Business Executive,"Resort course,Practice course,Public course",2,3,4,4,2,Several times per year,48179,10
2846,Surveyor C,Practice Course B,2023-10-28 09:25:00,Male,18-25 years old,Freelancer,Practice course,1,2,3,4,1,Once a month,37463,1
2847,Surveyor D,Member Golf Club C,2023-10-28 09:26:00,Female,36-45 years old,Sales Person,"Resort course,Member club,Public course",5,1,4,3,3,Several times per year,44007,6
2848,Surveyor C,Member Golf Club C,2023-10-28 09:27:00,Male,65+ years old,Business Executive,"Member club,Resort course,Practice course",4,5,3,1,5,Once a month,18617,4
2849,Surveyor D,Practice Course A,2023-10-28 09:28:00,Male,18-25 years old,Technical Professional,"Resort course,Practice course,Public course",4,2,1,1,2,2-3 times per month,33304,8
2850,Surveyor C,Member Golf Club C,2023-10-28 09:29:00,Female,36-45 years old,Freelancer,"Public course,Resort course",1,1,1,5,4,Once a month,8329,1
2851,Surveyor A,Resort Golf Course E,2023-10-28 09:30:00,Female,26-35 years old,Sales Person,"Member club,Public course",3,4,4,2,4,Once a month,36193,9
2852,Surveyor E,Public Golf Course D,2023-10-28 09:31:00,Female,46-55 years old,Civil Servant,"Resort course,Member club",2,4,2,2,4,Once a quarter,16563,6
2853,Surveyor B,Practice Course B,2023-10-28 09:32:00,Male,46-55 years old,Engineer,Resort course,4,1,5,3,1,Once a quarter,10584,2
2854,Surveyor E,Resort Golf Course E,2023-10-28 09:33:00,Female,46-55 years old,Business Executive,Practice course,5,3,3,1,4,Once a quarter,13805,8
2855,Surveyor E,Practice Course A,2023-10-28 09:34:00,Female,46-55 years old,Business Executive,"Public course,Member club",5,3,5,5,1,Once a quarter,30264,5
2856,Surveyor B,Resort Golf Course E,2023-10-28 09:35:00,Male,65+ years old,Technical Professional,Practice course,3,2,1,1,5,Once a week,14089,5
2857,Surveyor E,Practice Course A,2023-10-28 09:36:00,Female,18-25 years old,Teacher,"Member club,Public course",4,4,2,4,4,2-3 times per month,18639,5
2858,Surveyor A,Resort Golf Course E,2023-10-28 09:37:00,Male,56-65 years old,Engineer,"Public course,Member club,Resort course",1,3,2,3,3,Several times per year,29685,7
2859,Surveyor D,Member Golf Club C,2023-10-28 09:38:00,Male,65+ years old,Lawyer,"Public course,Member club",5,3,5,2,2,Several times per year,16110,7
2860,Surveyor B,Member Golf Club C,2023-10-28 09:39:00,Male,18-25 years old,Technical Professional,"Member club,Resort course,Practice course",3,4,1,1,5,Once a quarter,38928,10
2861,Surveyor D,Practice Course A,2023-10-28 09:40:00,Male,18-25 years old,Business Executive,"Practice course,Member club",4,5,5,3,3,Once a month,49941,7
2862,Surveyor C,Resort Golf Course E,2023-10-28 09:41:00,Male,65+ years old,Teacher,Resort course,4,3,4,2,5,Once a month,26128,10
2863,Surveyor A,Resort Golf Course E,2023-10-28 09:42:00,Male,26-35 years old,Doctor,Public course,4,1,2,1,4,Once a week,45099,2
2864,Surveyor D,Public Golf Course D,2023-10-28 09:43:00,Female,46-55 years old,Doctor,"Practice course,Member club",4,2,2,5,5,Once a week,19684,8
2865,Surveyor D,Public Golf Course D,2023-10-28 09:44:00,Male,18-25 years old,Doctor,"Public course,Resort course",4,3,4,3,5,Several times per year,29419,1
2866,Surveyor B,Practice Course B,2023-10-28 09:45:00,Male,18-25 years old,Doctor,"Member club,Resort course,Public course",5,3,1,1,5,Once a week,6527,2
2867,Surveyor C,Member Golf Club C,2023-10-28 09:46:00,Male,26-35 years old,Civil Servant,"Public course,Practice course",3,5,2,2,1,Once a month,20220,7
2868,Surveyor B,Practice Course A,2023-10-28 09:47:00,Male,18-25 years old,Retiree,"Resort course,Member club,Public course",4,1,3,2,3,Several times per year,28702,4
2869,Surveyor C,Member Golf Club C,2023-10-28 09:48:00,Female,56-65 years old,Retiree,"Practice course,Public course",2,2,3,5,4,Once a month,47873,10
2870,Surveyor B,Resort Golf Course E,2023-10-28 09:49:00,Female,26-35 years old,Business Executive,"Public course,Member club,Resort course",2,3,1,3,2,Once a quarter,32757,10
2871,Surveyor D,Member Golf Club C,2023-10-28 09:50:00,Male,36-45 years old,Engineer,"Member club,Resort course,Public course",3,2,4,3,4,Once a quarter,18085,9
2872,Surveyor D,Public Golf Course D,2023-10-28 09:51:00,Male,46-55 years old,Sales Person,Public course,1,4,5,1,4,Several times per year,20205,9
2873,Surveyor A,Resort Golf Course E,2023-10-28 09:52:00,Female,46-55 years old,Doctor,"Public course,Resort course,Practice course",1,3,1,2,1,2-3 times per month,25994,3
2874,Surveyor D,Member Golf Club C,2023-10-28 09:53:00,Male,56-65 years old,Lawyer,Practice course,1,3,5,2,1,2-3 times per month,35945,3
2875,Surveyor E,Practice Course B,2023-10-28 09:54:00,Male,18-25 years old,Engineer,"Public course,Member club",2,4,1,5,5,2-3 times per month,25634,9
2876,Surveyor D,Public Golf Course D,2023-10-28 09:55:00,Female,18-25 years old,Freelancer,Resort course,1,5,3,5,4,Several times per year,47966,10
2877,Surveyor E,Public Golf Course D,2023-10-28 09:56:00,Male,46-55 years old,Engineer,Practice course,5,3,4,3,3,Once a month,35569,8
2878,Surveyor D,Member Golf Club C,2023-10-28 09:57:00,Female,26-35 years old,Lawyer,"Public course,Resort course",4,2,3,2,1,Several times per year,35175,1
2879,Surveyor E,Resort Golf Course E,2023-10-28 09:58:00,Female,65+ years old,Civil Servant,Member club,2,1,4,1,1,2-3 times per month,11626,6
2880,Surveyor E,Resort Golf Course E,2023-10-28 09:59:00,Male,46-55 years old,Doctor,Public course,3,2,5,4,3,Once a quarter,40623,7
2881,Surveyor D,Public Golf Course D,2023-10-28 10:00:00,Female,18-25 years old,Business Executive,"Member club,Practice course,Public course",3,5,1,1,1,Once a week,8964,8
2882,Surveyor E,Resort Golf Course E,2023-10-28 10:01:00,Male,36-45 years old,Engineer,"Practice course,Resort course,Member club",4,1,2,5,3,Once a week,23058,2
2883,Surveyor A,Practice Course B,2023-10-28 10:02:00,Female,65+ years old,Civil Servant,"Public course,Practice course,Member club",2,2,2,1,2,Several times per year,30766,1
2884,Surveyor C,Practice Course A,2023-10-28 10:03:00,Female,26-35 years old,Civil Servant,"Member club,Public course",1,2,4,2,3,Once a month,40160,4
2885,Surveyor E,Resort Golf Course E,2023-10-28 10:04:00,Male,18-25 years old,Technical Professional,"Member club,Public course,Practice course",1,4,4,3,2,Once a week,21262,1
2886,Surveyor E,Practice Course B,2023-10-28 10:05:00,Male,26-35 years old,Lawyer,"Practice course,Resort course",5,5,3,4,5,2-3 times per month,44646,2
2887,Surveyor A,Resort Golf Course E,2023-10-28 10:06:00,Female,26-35 years old,Lawyer,Resort course,5,4,2,3,5,Once a quarter,39689,3
2888,Surveyor A,Public Golf Course D,2023-10-28 10:07:00,Male,36-45 years old,Retiree,"Resort course,Practice course,Public course",1,1,3,4,1,Once a week,33965,4
2889,Surveyor B,Practice Course B,2023-10-28 10:08:00,Male,36-45 years old,Retiree,"Resort course,Member club,Practice course",3,4,5,4,3,Once a quarter,15884,6
2890,Surveyor C,Public Golf Course D,2023-10-28 10:09:00,Female,36-45 years old,Engineer,"Resort course,Public course,Practice course",3,5,2,2,1,Once a quarter,9433,8
2891,Surveyor B,Member Golf Club C,2023-10-28 10:10:00,Female,18-25 years old,Sales Person,Public course,5,3,5,2,3,Once a week,23211,9
2892,Surveyor E,Resort Golf Course E,2023-10-28 10:11:00,Female,46-55 years old,Civil Servant,"Member club,Public course,Practice course",4,3,1,5,1,Several times per year,15691,4
2893,Surveyor A,Resort Golf Course E,2023-10-28 10:12:00,Female,56-65 years old,Lawyer,"Member club,Public course",1,1,3,5,5,Once a month,36063,1
2894,Surveyor E,Public Golf Course D,2023-10-28 10:13:00,Male,56-65 years old,Engineer,"Resort course,Member club,Public course",5,3,4,4,5,2-3 times per month,38484,5
2895,Surveyor D,Resort Golf Course E,2023-10-28 10:14:00,Female,26-35 years old,Civil Servant,"Resort course,Public course",5,4,2,5,1,Once a quarter,26244,5
2896,Surveyor C,Practice Course A,2023-10-28 10:15:00,Female,46-55 years old,Civil Servant,"Member club,Public course,Practice course",1,1,3,2,3,Once a week,29660,9
2897,Surveyor D,Resort Golf Course E,2023-10-28 10:16:00,Female,56-65 years old,Civil Servant,Resort course,1,5,4,5,4,Several times per year,41536,6
2898,Surveyor A,Practice Course B,2023-10-28 10:17:00,Female,18-25 years old,Technical Professional,"Public course,Practice course",3,1,1,4,3,Once a quarter,40475,5
2899,Surveyor A,Member Golf Club C,2023-10-28 10:18:00,Female,46-55 years old,Retiree,"Resort course,Practice course,Public course",4,1,2,3,1,Several times per year,35084,10
2900,Surveyor A,Public Golf Course D,2023-10-28 10:19:00,Male,65+ years old,Business Executive,"Member club,Resort course",4,2,5,1,3,Once a week,29802,10
2901,Surveyor C,Practice Course B,2023-10-28 10:20:00,Male,46-55 years old,Lawyer,"Public course,Member club,Practice course",1,2,1,5,2,Once a quarter,47267,5
2902,Surveyor B,Practice Course B,2023-10-28 10:21:00,Female,46-55 years old,Teacher,"Practice course,Public course",2,1,4,2,3,2-3 times per month,25614,8
2903,Surveyor E,Practice Course B,2023-10-28 10:22:00,Male,56-65 years old,Teacher,Member club,5,3,2,3,5,Once a week,10033,1
2904,Surveyor E,Member Golf Club C,2023-10-28 10:23:00,Male,65+ years old,Doctor,Public course,5,2,2,2,5,2-3 times per month,9386,5
2905,Surveyor E,Public Golf Course D,2023-10-28 10:24:00,Female,26-35 years old,Sales Person,"Member club,Practice course,Public course",1,5,1,5,2,Once a week,17150,1
2906,Surveyor E,Public Golf Course D,2023-10-28 10:25:00,Female,56-65 years old,Business Executive,"Member club,Practice course",2,4,2,4,3,2-3 times per month,13157,7
2907,Surveyor E,Member Golf Club C,2023-10-28 10:26:00,Female,26-35 years old,Doctor,Resort course,3,2,4,1,4,2-3 times per month,35408,7
2908,Surveyor B,Practice Course A,2023-10-28 10:27:00,Male,56-65 years old,Sales Person,"Public course,Resort course",1,1,1,1,3,Several times per year,12675,10
2909,Surveyor D,Practice Course B,2023-10-28 10:28:00,Female,36-45 years old,Doctor,"Member club,Resort course",1,3,5,3,5,Several times per year,31228,8
2910,Surveyor C,Public Golf Course D,2023-10-28 10:29:00,Female,36-45 years old,Sales Person,"Practice course,Resort course,Member club",5,4,1,1,5,Once a week,23251,7
2911,Surveyor D,Member Golf Club C,2023-10-28 10:30:00,Male,65+ years old,Engineer,Member club,1,2,1,4,1,Once a week,28349,9
2912,Surveyor D,Member Golf Club C,2023-10-28 10:31:00,Male,18-25 years old,Doctor,"Member club,Practice course",1,3,5,2,5,2-3 times per month,20826,8
2913,Surveyor E,Practice Course B,2023-10-28 10:32:00,Female,18-25 years old,Freelancer,"Practice course,Member club",1,3,4,4,1,Once a week,14124,8
2914,Surveyor E,Member Golf Club C,2023-10-28 10:33:00,Male,26-35 years old,Doctor,"Practice course,Public course",5,3,3,3,5,Several times per year,11588,3
2915,Surveyor B,Resort Golf Course E,2023-10-28 10:34:00,Female,36-45 years old,Lawyer,"Resort course,Practice course,Member club",3,1,3,3,5,Several times per year,35943,10
2916,Surveyor C,Practice Course B,2023-10-28 10:35:00,Female,56-65 years old,Lawyer,"Public course,Resort course,Practice course",3,5,5,1,4,Once a quarter,33034,4
2917,Surveyor A,Public Golf Course D,2023-10-28 10:36:00,Male,18-25 years old,Retiree,"Member club,Public course",1,3,4,4,1,Once a quarter,27151,4
2918,Surveyor D,Practice Course B,2023-10-28 10:37:00,Male,56-65 years old,Teacher,Resort course,5,4,2,2,1,Once a quarter,37400,1
2919,Surveyor A,Practice Course A,2023-10-28 10:38:00,Male,46-55 years old,Retiree,"Public course,Practice course",3,2,5,4,5,Once a quarter,18536,6
2920,Surveyor C,Practice Course B,2023-10-28 10:39:00,Female,26-35 years old,Engineer,"Public course,Member club,Practice course",3,4,3,2,1,2-3 times per month,7700,2
2921,Surveyor D,Practice Course B,2023-10-28 10:40:00,Male,36-45 years old,Lawyer,"Public course,Member club",3,1,4,2,5,Once a quarter,31074,9
2922,Surveyor A,Practice Course A,2023-10-28 10:41:00,Female,36-45 years old,Civil Servant,"Practice course,Resort course",5,1,1,4,5,2-3 times per month,13809,1
2923,Surveyor A,Practice Course B,2023-10-28 10:42:00,Female,26-35 years old,Technical Professional,"Public course,Practice course,Member club",5,4,4,5,3,Once a week,20115,1
2924,Surveyor B,Member Golf Club C,2023-10-28 10:43:00,Female,46-55 years old,Teacher,"Member club,Resort course,Practice course",1,5,4,4,1,2-3 times per month,24071,10
2925,Surveyor C,Public Golf Course D,2023-10-28 10:44:00,Female,65+ years old,Freelancer,"Public course,Resort course,Member club",4,1,3,2,2,Once a quarter,43100,6
2926,Surveyor C,Public Golf Course D,2023-10-28 10:45:00,Male,56-65 years old,Teacher,"Public course,Practice course,Resort course",3,1,3,3,1,2-3 times per month,28190,1
2927,Surveyor C,Resort Golf Course E,2023-10-28 10:46:00,Female,65+ years old,Lawyer,Practice course,4,4,2,3,1,Once a month,26440,3
2928,Surveyor D,Public Golf Course D,2023-10-28 10:47:00,Male,56-65 years old,Business Executive,"Member club,Resort course",5,1,2,1,4,Once a month,31080,10
2929,Surveyor B,Public Golf Course D,2023-10-28 10:48:00,Female,26-35 years old,Sales Person,Public course,5,5,5,3,2,Several times per year,49927,2
2930,Surveyor E,Practice Course A,2023-10-28 10:49:00,Male,46-55 years old,Technical Professional,"Member club,Practice course",5,5,1,5,2,2-3 times per month,37947,9
2931,Surveyor D,Practice Course B,2023-10-28 10:50:00,Male,18-25 years old,Civil Servant,"Resort course,Practice course",4,5,2,2,4,Once a quarter,12996,5
2932,Surveyor C,Practice Course B,2023-10-28 10:51:00,Female,26-35 years old,Doctor,Member club,5,2,3,4,4,Once a month,48545,6
2933,Surveyor D,Member Golf Club C,2023-10-28 10:52:00,Female,26-35 years old,Lawyer,Member club,1,5,4,4,1,Once a quarter,19862,2
2934,Surveyor A,Practice Course B,2023-10-28 10:53:00,Female,65+ years old,Lawyer,"Practice course,Public course",5,5,5,5,3,Once a quarter,43232,8
2935,Surveyor D,Practice Course A,2023-10-28 10:54:00,Female,36-45 years old,Teacher,"Public course,Resort course,Member club",2,2,2,3,4,Once a week,28104,6
2936,Surveyor D,Member Golf Club C,2023-10-28 10:55:00,Male,56-65 years old,Technical Professional,"Resort course,Member club",4,3,4,2,2,Once a quarter,22305,8
2937,Surveyor C,Member Golf Club C,2023-10-28 10:56:00,Male,65+ years old,Civil Servant,Resort course,2,1,4,3,2,Once a week,40860,8
2938,Surveyor A,Resort Golf Course E,2023-10-28 10:57:00,Female,18-25 years old,Retiree,"Member club,Practice course,Resort course",5,5,2,1,1,Several times per year,10527,1
2939,Surveyor C,Practice Course B,2023-10-28 10:58:00,Female,18-25 years old,Business Executive,"Practice course,Member club",1,1,1,3,3,Once a week,49559,7
2940,Surveyor A,Practice Course A,2023-10-28 10:59:00,Male,18-25 years old,Business Executive,Member club,3,4,1,1,5,Once a month,18727,2
2941,Surveyor A,Public Golf Course D,2023-10-28 11:00:00,Female,65+ years old,Teacher,"Resort course,Member club",5,1,5,4,4,Once a quarter,34967,8
2942,Surveyor A,Practice Course A,2023-10-28 11:01:00,Male,36-45 years old,Engineer,"Public course,Resort course,Practice course",1,2,1,2,4,Once a month,28849,2
2943,Surveyor C,Practice Course A,2023-10-28 11:02:00,Male,46-55 years old,Civil Servant,"Member club,Resort course",4,1,5,1,1,Once a quarter,7719,4
